"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_E01","CO_E02","CO_E03","CO_E04","CO_E05","CO_E06","CO_E07","Basicweight"
81,72,2,3,2,1,1,13,"Ibigo by!imari iciriritse",1,,2010,1,1,112.872822222222
81,72,2,3,2,1,1,6,"Amavuriro y!igenga",0,8,,,,112.872822222222
81,72,2,3,2,1,1,15,"Ibiro by!iposita",0,35,,,,112.872822222222
82,73,2,3,2,1,1,11,"Amakusanyirizo y!amata",0,0,,,,198.80024
82,73,2,3,2,1,1,15,"Ibiro by!iposita",0,0,,,,198.80024
82,73,2,3,2,1,1,13,"Ibigo by!imari iciriritse",0,9,,,,198.80024
82,73,2,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,4,,,,198.80024
82,73,2,3,2,1,1,9,"Ibitaro",0,9,,,,198.80024
82,73,2,3,2,1,1,16,"Aho abantu babonera Internet",0,9,,,,198.80024
82,73,2,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,5,,,,198.80024
82,73,2,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,3,,,,198.80024
82,73,2,3,2,1,1,10,"Amasoko",0,4,,,,198.80024
82,73,2,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",1,,888,1,1,198.80024
82,73,2,3,2,1,1,6,"Amavuriro y!igenga",0,15,,,,198.80024
82,73,2,3,2,1,1,14,"Poste ya polisi",0,4,,,,198.80024
82,73,2,3,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2020,1,1,198.80024
82,73,2,3,2,1,1,2,"Ibigo by!amashuri yibanza",1,,888,1,1,198.80024
82,73,2,3,2,1,1,20,"Aho basharija/bakora telefoni",0,9,,,,198.80024
82,73,2,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,3,,,,198.80024
82,73,2,3,2,1,1,5,"Aho bategera Bus",0,8,,,,198.80024
82,73,2,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,9,,,,198.80024
82,73,2,3,2,1,1,12,"Amashami ya Banki",0,8,,,,198.80024
82,73,2,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,8,,,,198.80024
82,73,2,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,3,,,,198.80024
82,73,2,3,2,1,1,8,"Poste de sante cg Farumasi",0,0,,,,198.80024
82,73,2,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,198.80024
83,74,2,4,2,1,1,5,"Aho bategera Bus",0,15,,,,283.146722891566
83,74,2,4,2,1,1,20,"Aho basharija/bakora telefoni",0,12,,,,283.146722891566
83,74,2,4,2,1,1,16,"Aho abantu babonera Internet",0,5,,,,283.146722891566
83,74,2,4,2,1,1,12,"Amashami ya Banki",0,3,,,,283.146722891566
83,74,2,4,2,1,1,6,"Amavuriro y!igenga",0,20,,,,283.146722891566
83,74,2,4,2,1,1,11,"Amakusanyirizo y!amata",0,20,,,,283.146722891566
83,74,2,4,2,1,1,10,"Amasoko",0,15,,,,283.146722891566
83,74,2,4,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,283.146722891566
83,74,2,4,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,10,,,,283.146722891566
83,74,2,4,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,10,,,,283.146722891566
83,74,2,4,2,1,1,1,"Ibigo by!amashuri y!incuke",0,3,,,,283.146722891566
83,74,2,4,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,20,,,,283.146722891566
83,74,2,4,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,20,,,,283.146722891566
83,74,2,4,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,20,,,,283.146722891566
83,74,2,4,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,1,,,,283.146722891566
83,74,2,4,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,20,,,,283.146722891566
83,74,2,4,2,1,1,9,"Ibitaro",0,20,,,,283.146722891566
83,74,2,4,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,283.146722891566
83,74,2,4,2,1,1,2,"Ibigo by!amashuri yibanza",0,3,,,,283.146722891566
83,74,2,4,2,1,1,13,"Ibigo by!imari iciriritse",0,12,,,,283.146722891566
83,74,2,4,2,1,1,15,"Ibiro by!iposita",0,20,,,,283.146722891566
83,74,2,4,2,1,1,8,"Poste de sante cg Farumasi",0,5,,,,283.146722891566
83,74,2,4,2,1,1,14,"Poste ya polisi",0,12,,,,283.146722891566
84,75,2,4,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,4,,,,72.2506289308176
84,75,2,4,2,1,1,15,"Ibiro by!iposita",0,7,,,,72.2506289308176
84,75,2,4,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,1996,1,1,72.2506289308176
84,75,2,4,2,1,1,13,"Ibigo by!imari iciriritse",0,5,,,,72.2506289308176
84,75,2,4,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,72.2506289308176
84,75,2,4,2,1,1,6,"Amavuriro y!igenga",0,3,,,,72.2506289308176
84,75,2,4,2,1,1,10,"Amasoko",0,5,,,,72.2506289308176
84,75,2,4,2,1,1,16,"Aho abantu babonera Internet",0,5,,,,72.2506289308176
84,75,2,4,2,1,1,11,"Amakusanyirizo y!amata",0,3,,,,72.2506289308176
84,75,2,4,2,1,1,1,"Ibigo by!amashuri y!incuke",0,3,,,,72.2506289308176
84,75,2,4,2,1,1,2,"Ibigo by!amashuri yibanza",0,4,,,,72.2506289308176
84,75,2,4,2,1,1,14,"Poste ya polisi",0,5,,,,72.2506289308176
84,75,2,4,2,1,1,20,"Aho basharija/bakora telefoni",2,,2012,1,1,72.2506289308176
84,75,2,4,2,1,1,9,"Ibitaro",0,7,,,,72.2506289308176
84,75,2,4,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,2012,3,,72.2506289308176
84,75,2,4,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,4,,,,72.2506289308176
84,75,2,4,2,1,1,8,"Poste de sante cg Farumasi",0,5,,,,72.2506289308176
84,75,2,4,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,7,,,,72.2506289308176
84,75,2,4,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,7,,,,72.2506289308176
84,75,2,4,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,6,,,,72.2506289308176
84,75,2,4,2,1,1,12,"Amashami ya Banki",0,5,,,,72.2506289308176
84,75,2,4,2,1,1,5,"Aho bategera Bus",0,1,,,,72.2506289308176
84,75,2,4,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,7,,,,72.2506289308176
85,76,2,4,1,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,18.0142465909091
85,76,2,4,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",1,,888,1,1,18.0142465909091
85,76,2,4,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,18.0142465909091
85,76,2,4,1,1,1,8,"Poste de sante cg Farumasi",0,2,,,,18.0142465909091
85,76,2,4,1,1,1,11,"Amakusanyirizo y!amata",0,1,,,,18.0142465909091
85,76,2,4,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,3,,,,18.0142465909091
85,76,2,4,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,5,,,,18.0142465909091
85,76,2,4,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2012,1,1,18.0142465909091
85,76,2,4,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,3,,,,18.0142465909091
85,76,2,4,1,1,1,10,"Amasoko",0,3,,,,18.0142465909091
85,76,2,4,1,1,1,14,"Poste ya polisi",1,,888,1,1,18.0142465909091
85,76,2,4,1,1,1,16,"Aho abantu babonera Internet",0,3,,,,18.0142465909091
85,76,2,4,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,18.0142465909091
85,76,2,4,1,1,1,3,"Ibigo by!amashuri yisumbuye",1,,888,1,1,18.0142465909091
85,76,2,4,1,1,1,12,"Amashami ya Banki",0,1,,,,18.0142465909091
85,76,2,4,1,1,1,9,"Ibitaro",0,5,,,,18.0142465909091
85,76,2,4,1,1,1,5,"Aho bategera Bus",0,2,,,,18.0142465909091
85,76,2,4,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,3,,,,18.0142465909091
85,76,2,4,1,1,1,15,"Ibiro by!iposita",0,3,,,,18.0142465909091
85,76,2,4,1,1,1,6,"Amavuriro y!igenga",1,,888,1,1,18.0142465909091
85,76,2,4,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2015,1,1,18.0142465909091
85,76,2,4,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,2,,,,18.0142465909091
85,76,2,4,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,888,1,1,18.0142465909091
86,77,2,4,1,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,18.0087829787234
86,77,2,4,1,1,1,14,"Poste ya polisi",0,1,,,,18.0087829787234
86,77,2,4,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,18.0087829787234
86,77,2,4,1,1,1,5,"Aho bategera Bus",0,2,,,,18.0087829787234
86,77,2,4,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,6,,,,18.0087829787234
86,77,2,4,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,5,,,,18.0087829787234
86,77,2,4,1,1,1,9,"Ibitaro",0,6,,,,18.0087829787234
86,77,2,4,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,18.0087829787234
86,77,2,4,1,1,1,10,"Amasoko",0,4,,,,18.0087829787234
86,77,2,4,1,1,1,15,"Ibiro by!iposita",0,5,,,,18.0087829787234
86,77,2,4,1,1,1,13,"Ibigo by!imari iciriritse",0,6,,,,18.0087829787234
86,77,2,4,1,1,1,6,"Amavuriro y!igenga",0,2,,,,18.0087829787234
86,77,2,4,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,18.0087829787234
86,77,2,4,1,1,1,16,"Aho abantu babonera Internet",0,2,,,,18.0087829787234
86,77,2,4,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,6,,,,18.0087829787234
86,77,2,4,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,2,,,,18.0087829787234
86,77,2,4,1,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,18.0087829787234
86,77,2,4,1,1,1,12,"Amashami ya Banki",0,2,,,,18.0087829787234
86,77,2,4,1,1,1,8,"Poste de sante cg Farumasi",0,3,,,,18.0087829787234
86,77,2,4,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,888,1,1,18.0087829787234
86,77,2,4,1,1,1,11,"Amakusanyirizo y!amata",0,1,,,,18.0087829787234
86,77,2,4,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,18.0087829787234
86,77,2,4,1,1,1,20,"Aho basharija/bakora telefoni",1,,888,1,1,18.0087829787234
87,78,2,4,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,20,,,,102.260069686411
87,78,2,4,2,1,1,11,"Amakusanyirizo y!amata",0,2,,,,102.260069686411
87,78,2,4,2,1,1,6,"Amavuriro y!igenga",0,8,,,,102.260069686411
87,78,2,4,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,102.260069686411
87,78,2,4,2,1,1,20,"Aho basharija/bakora telefoni",0,3,,,,102.260069686411
87,78,2,4,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,20,,,,102.260069686411
87,78,2,4,2,1,1,5,"Aho bategera Bus",0,5,,,,102.260069686411
87,78,2,4,2,1,1,16,"Aho abantu babonera Internet",0,2,,,,102.260069686411
87,78,2,4,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,2,,,,102.260069686411
87,78,2,4,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,2014,3,,102.260069686411
87,78,2,4,2,1,1,15,"Ibiro by!iposita",0,20,,,,102.260069686411
87,78,2,4,2,1,1,10,"Amasoko",0,2,,,,102.260069686411
87,78,2,4,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,7,,,,102.260069686411
87,78,2,4,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,888,2,1,102.260069686411
87,78,2,4,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,3,,,,102.260069686411
87,78,2,4,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,10,,,,102.260069686411
87,78,2,4,2,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,102.260069686411
87,78,2,4,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,102.260069686411
87,78,2,4,2,1,1,9,"Ibitaro",0,20,,,,102.260069686411
87,78,2,4,2,1,1,8,"Poste de sante cg Farumasi",1,,2020,2,1,102.260069686411
87,78,2,4,2,1,1,14,"Poste ya polisi",0,2,,,,102.260069686411
87,78,2,4,2,1,1,12,"Amashami ya Banki",0,2,,,,102.260069686411
87,78,2,4,2,1,1,2,"Ibigo by!amashuri yibanza",1,,888,2,1,102.260069686411
88,79,2,4,1,1,1,9,"Ibitaro",0,3,,,,12.1381444776119
88,79,2,4,1,1,1,6,"Amavuriro y!igenga",0,3,,,,12.1381444776119
88,79,2,4,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,12.1381444776119
88,79,2,4,1,1,1,12,"Amashami ya Banki",3,,2012,1,1,12.1381444776119
88,79,2,4,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",3,,888,1,1,12.1381444776119
88,79,2,4,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,888,1,1,12.1381444776119
88,79,2,4,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,5,,,,12.1381444776119
88,79,2,4,1,1,1,16,"Aho abantu babonera Internet",0,3,,,,12.1381444776119
88,79,2,4,1,1,1,10,"Amasoko",1,,888,2,1,12.1381444776119
88,79,2,4,1,1,1,11,"Amakusanyirizo y!amata",2,,2015,1,1,12.1381444776119
88,79,2,4,1,1,1,14,"Poste ya polisi",0,4,,,,12.1381444776119
88,79,2,4,1,1,1,20,"Aho basharija/bakora telefoni",4,,2000,1,1,12.1381444776119
88,79,2,4,1,1,1,8,"Poste de sante cg Farumasi",1,,888,1,1,12.1381444776119
88,79,2,4,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,5,,,,12.1381444776119
88,79,2,4,1,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,12.1381444776119
88,79,2,4,1,1,1,5,"Aho bategera Bus",1,,888,1,1,12.1381444776119
88,79,2,4,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,12.1381444776119
88,79,2,4,1,1,1,13,"Ibigo by!imari iciriritse",0,3,,,,12.1381444776119
88,79,2,4,1,1,1,15,"Ibiro by!iposita",0,3,,,,12.1381444776119
88,79,2,4,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,5,,,,12.1381444776119
88,79,2,4,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,12.1381444776119
88,79,2,4,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",2,,888,1,1,12.1381444776119
88,79,2,4,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,12.1381444776119
89,80,2,4,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,15.4509974137931
89,80,2,4,1,1,1,5,"Aho bategera Bus",0,2,,,,15.4509974137931
89,80,2,4,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,1,,,,15.4509974137931
89,80,2,4,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,7,,,,15.4509974137931
89,80,2,4,1,1,1,10,"Amasoko",0,2,,,,15.4509974137931
89,80,2,4,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,7,,,,15.4509974137931
89,80,2,4,1,1,1,12,"Amashami ya Banki",0,2,,,,15.4509974137931
89,80,2,4,1,1,1,9,"Ibitaro",0,5,,,,15.4509974137931
89,80,2,4,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,7,,,,15.4509974137931
89,80,2,4,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,5,,,,15.4509974137931
89,80,2,4,1,1,1,14,"Poste ya polisi",0,5,,,,15.4509974137931
89,80,2,4,1,1,1,6,"Amavuriro y!igenga",0,7,,,,15.4509974137931
89,80,2,4,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,7,,,,15.4509974137931
89,80,2,4,1,1,1,15,"Ibiro by!iposita",0,7,,,,15.4509974137931
89,80,2,4,1,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,15.4509974137931
89,80,2,4,1,1,1,2,"Ibigo by!amashuri yibanza",0,2,,,,15.4509974137931
89,80,2,4,1,1,1,11,"Amakusanyirizo y!amata",0,2,,,,15.4509974137931
89,80,2,4,1,1,1,8,"Poste de sante cg Farumasi",0,5,,,,15.4509974137931
89,80,2,4,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2014,3,,15.4509974137931
89,80,2,4,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,15.4509974137931
89,80,2,4,1,1,1,16,"Aho abantu babonera Internet",0,5,,,,15.4509974137931
89,80,2,4,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,3,,,,15.4509974137931
89,80,2,4,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,15.4509974137931
90,81,2,5,2,1,1,14,"Poste ya polisi",0,5,,,,124.678725925926
90,81,2,5,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2011,1,1,124.678725925926
90,81,2,5,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",7,,888,3,,124.678725925926
90,81,2,5,2,1,1,2,"Ibigo by!amashuri yibanza",0,2,,,,124.678725925926
90,81,2,5,2,1,1,8,"Poste de sante cg Farumasi",1,,2021,1,1,124.678725925926
90,81,2,5,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,55,,,,124.678725925926
90,81,2,5,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,2,,,,124.678725925926
90,81,2,5,2,1,1,13,"Ibigo by!imari iciriritse",0,5,,,,124.678725925926
90,81,2,5,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,50,,,,124.678725925926
90,81,2,5,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,124.678725925926
90,81,2,5,2,1,1,5,"Aho bategera Bus",1,,2020,3,,124.678725925926
90,81,2,5,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2018,3,,124.678725925926
90,81,2,5,2,1,1,10,"Amasoko",0,7,,,,124.678725925926
90,81,2,5,2,1,1,9,"Ibitaro",0,50,,,,124.678725925926
90,81,2,5,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,124.678725925926
90,81,2,5,2,1,1,6,"Amavuriro y!igenga",0,55,,,,124.678725925926
90,81,2,5,2,1,1,20,"Aho basharija/bakora telefoni",5,,2012,1,1,124.678725925926
90,81,2,5,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,50,,,,124.678725925926
90,81,2,5,2,1,1,12,"Amashami ya Banki",0,5,,,,124.678725925926
90,81,2,5,2,1,1,16,"Aho abantu babonera Internet",0,5,,,,124.678725925926
90,81,2,5,2,1,1,15,"Ibiro by!iposita",0,55,,,,124.678725925926
90,81,2,5,2,1,1,11,"Amakusanyirizo y!amata",0,50,,,,124.678725925926
90,81,2,5,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,55,,,,124.678725925926
91,82,2,5,2,1,1,7,"Government clinic/Public Health Center",2,,888,1,1,5.83359555555556
91,82,2,5,2,1,1,18,"Agriculture extension office",0,5,,,,5.83359555555556
91,82,2,5,2,1,1,8,"Dispensary or pharmacy",0,12,,,,5.83359555555556
91,82,2,5,2,1,1,6,"Private clinic",0,12,,,,5.83359555555556
91,82,2,5,2,1,1,13,"Microfinance Institutions (MFIs)",0,4,,,,5.83359555555556
91,82,2,5,2,1,1,17,"Non-MFI NGOs",0,12,,,,5.83359555555556
91,82,2,5,2,1,1,14,"Police station",1,,2012,1,1,5.83359555555556
91,82,2,5,2,1,1,21,"Electric Water pump",0,12,,,,5.83359555555556
91,82,2,5,2,1,1,12,"Bank branch",1,,2019,1,1,5.83359555555556
91,82,2,5,2,1,1,10,"Market",0,12,,,,5.83359555555556
91,82,2,5,2,1,1,5,"Bus stop",1,,888,1,1,5.83359555555556
91,82,2,5,2,1,1,15,"Post office",0,12,,,,5.83359555555556
91,82,2,5,2,1,1,19,"Grain/saw/oil mill",1,,2012,1,1,5.83359555555556
91,82,2,5,2,1,1,11,"Milk collection center",0,13,,,,5.83359555555556
91,82,2,5,2,1,1,2,"Primary school",1,,1950,2,1,5.83359555555556
91,82,2,5,2,1,1,4,"TVET (technical vocational training institution)",0,1,,,,5.83359555555556
91,82,2,5,2,1,1,3,"Secondary school/high school",1,,2013,2,1,5.83359555555556
91,82,2,5,2,1,1,16,"Internet caf!",1,,888,1,1,5.83359555555556
91,82,2,5,2,1,1,1,"Pre-primary school / Kindergarten",1,,2008,2,1,5.83359555555556
91,82,2,5,2,1,1,20,"Mobile phone charging/repairing service",3,,2019,1,1,5.83359555555556
91,82,2,5,2,1,1,23,"National Electricity Utility Office",0,12,,,,5.83359555555556
91,82,2,5,2,1,1,9,"Hospital",1,,888,1,1,5.83359555555556
91,82,2,5,2,1,1,22,"Temple/Monastery/Church/Mosque",5,,888,1,1,5.83359555555556
92,83,2,5,1,1,1,11,"Amakusanyirizo y!amata",0,2,,,,6.58144009096816
92,83,2,5,1,1,1,16,"Aho abantu babonera Internet",2,,2008,1,1,6.58144009096816
92,83,2,5,1,1,1,9,"Ibitaro",0,3,,,,6.58144009096816
92,83,2,5,1,1,1,5,"Aho bategera Bus",3,,888,1,1,6.58144009096816
92,83,2,5,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,88,,,,6.58144009096816
92,83,2,5,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",4,,888,1,1,6.58144009096816
92,83,2,5,1,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,6.58144009096816
92,83,2,5,1,1,1,6,"Amavuriro y!igenga",1,,2022,1,1,6.58144009096816
92,83,2,5,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,88,,,,6.58144009096816
92,83,2,5,1,1,1,1,"Ibigo by!amashuri y!incuke",2,,2014,1,1,6.58144009096816
92,83,2,5,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",1,,888,1,1,6.58144009096816
92,83,2,5,1,1,1,14,"Poste ya polisi",0,1,,,,6.58144009096816
92,83,2,5,1,1,1,20,"Aho basharija/bakora telefoni",1,,2010,1,1,6.58144009096816
92,83,2,5,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,6.58144009096816
92,83,2,5,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,5,,,,6.58144009096816
92,83,2,5,1,1,1,8,"Poste de sante cg Farumasi",1,,888,1,1,6.58144009096816
92,83,2,5,1,1,1,15,"Ibiro by!iposita",0,1,,,,6.58144009096816
92,83,2,5,1,1,1,10,"Amasoko",1,,888,1,1,6.58144009096816
92,83,2,5,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,1,,,,6.58144009096816
92,83,2,5,1,1,1,13,"Ibigo by!imari iciriritse",1,,888,1,1,6.58144009096816
92,83,2,5,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,6.58144009096816
92,83,2,5,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,6.58144009096816
92,83,2,5,1,1,1,12,"Amashami ya Banki",3,,888,1,1,6.58144009096816
93,84,2,5,2,1,1,14,"Poste ya polisi",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,6,"Amavuriro y!igenga",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,1,"Ibigo by!amashuri y!incuke",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,13,"Ibigo by!imari iciriritse",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,88,,,,6.03000852631579
93,84,2,5,2,1,1,8,"Poste de sante cg Farumasi",0,2,,,,6.03000852631579
93,84,2,5,2,1,1,20,"Aho basharija/bakora telefoni",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,888,1,1,6.03000852631579
93,84,2,5,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,6.03000852631579
93,84,2,5,2,1,1,12,"Amashami ya Banki",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,10,"Amasoko",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,15,"Ibiro by!iposita",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",2,,2015,1,1,6.03000852631579
93,84,2,5,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,9,"Ibitaro",0,2,,,,6.03000852631579
93,84,2,5,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,5,"Aho bategera Bus",1,,888,1,1,6.03000852631579
93,84,2,5,2,1,1,11,"Amakusanyirizo y!amata",0,88,,,,6.03000852631579
93,84,2,5,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,16,"Aho abantu babonera Internet",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,2,"Ibigo by!amashuri yibanza",0,3,,,,6.03000852631579
93,84,2,5,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,3,,,,6.03000852631579
94,85,2,5,2,1,1,5,"Aho bategera Bus",0,4,,,,5.1029127090301
94,85,2,5,2,1,1,13,"Ibigo by!imari iciriritse",0,4,,,,5.1029127090301
94,85,2,5,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2019,3,,5.1029127090301
94,85,2,5,2,1,1,14,"Poste ya polisi",0,4,,,,5.1029127090301
94,85,2,5,2,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2020,3,,5.1029127090301
94,85,2,5,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,4,,,,5.1029127090301
94,85,2,5,2,1,1,11,"Amakusanyirizo y!amata",0,4,,,,5.1029127090301
94,85,2,5,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,4,,,,5.1029127090301
94,85,2,5,2,1,1,10,"Amasoko",0,4,,,,5.1029127090301
94,85,2,5,2,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,5.1029127090301
94,85,2,5,2,1,1,15,"Ibiro by!iposita",0,4,,,,5.1029127090301
